time;direction;foc_core.angle_rad;foc_core.duty_cycles.a;foc_core.duty_cycles.b;foc_core.duty_cycles.c;foc_core.i_abc.a;foc_core.i_abc.b;foc_core.i_abc.c;foc_core.i_dq.d;foc_core.i_dq.q;foc_core.id_target;foc_core.iq_target;foc_core.speed_measured;foc_core.speed_target;foc_core.v_dq.d;foc_core.v_dq.q;hall_debug.combined_state;hall_debug.h1;hall_debug.h2;hall_debug.h3;
3,36;-1;2,8114514350891113;0,4960520267486572;0,2886451184749603;0,713571310043335;0,009701798669993877;-0,6157667636871338;0,7672369480133057;-0,20798102021217346;0,3206081986427307;0;1,3909169435501099;1193,6307373046875;1000;-0,3209799826145172;5,463347434997559;1;0;0;1;
3,363;-1;3,4068100452423096;0,7284716367721558;0,261732280254364;0,7404560446739197;0,1579800397157669;-0,24829459190368652;0,27727407217025757;0,10153570026159286;0,27394014596939087;0;0,44262927770614624;907,5084838867188;1000;-0,7081161737442017;6,938089370727539;1;0;0;1;
3,365;-1;3,9932827949523926;0,7287269830703735;0,2709575891494751;0,45146459341049194;0,05482995882630348;0,041815005242824554;0,019398875534534454;-0,13144747912883759;0,026379799470305443;0;-0,5418075919151306;1134,060546875;1000;-0,5511857867240906;5,685162544250488;3;0;1;1;
3,368;-1;4,548278331756592;0,7662713527679443;0,275024950504303;0,23220442235469818;0,216001957654953;-0,1451445072889328;-0,09664496779441833;-0,09266245365142822;0,30668380856513977;0;0,5046799182891846;861,4407958984375;1000;-0,621921956539154;7,5000996589660645;3;0;1;1;
3,37;-1;5,154524803161621;0,7336804270744324;0,5846580266952515;0,271504670381546;0,07417059689760208;0,016027484089136124;0,019398875534534454;-0,006657332181930542;0,07148735225200653;0;-0,5163632035255432;1081,5341796875;1000;-0,5792871117591858;6,734788417816162;2;0;1;0;
3,373;-1;5,704688549041748;0,660812258720398;0,7723071575164795;0,2276928424835205;0,29981139302253723;0,27390268445014954;-0,5156921744346619;-0,04679548740386963;0,6368464827537537;0;1,004839539527893;803,89599609375;1000;-0,4443415105342865;7,470187187194824;2;0;1;0;
3,376;-1;0,05615364760160446;0,3554026484489441;0,74494469165802;0,25945737957954407;-0,03542635962367058;0,1514119654893875;-0,1288793683052063;0,018521249294281006;0,18227224051952362;0;0,020608991384506226;1004,4754028320312;1000;-0,4857463240623474;6,770004749298096;6;1;1;0;
3,379;-1;0,5936803817749023;0,28697890043258667;0,7130542397499084;0,4494555592536926;0,02904243767261505;-0,01620691455900669;0,012951996177434921;0,09722521901130676;0,01972341164946556;0;-1,052666425704956;1247,6466064453125;1000;-0,609561562538147;5,307582378387451;4;1;0;0;
3,381;-1;1,1850889921188354;0,2602342367172241;0,7385311722755432;0,6923094391822815;-0,07410763949155807;0,09339004009962082;0,000058241188526153564;-0,060685329139232635;0,11133946478366852;0;0,043790459632873535;968,9282836914062;1000;-0,37959229946136475;7,232316017150879;4;1;0;0;
3,384;-1;1,744228482246399;0,29215413331985474;0,5114487409591675;0,7046430110931396;0,04193619638681412;0,04826188459992409;-0,12243248522281647;-0,08267887681722641;-0,06564347445964813;0;-1,0417814254760742;1193,291259765625;1000;-0,6223893761634827;5,055751800537109;5;1;0;1;
3,387;-1;2,349081039428711;0,2621307075023651;0,2748998999595642;0,7431411743164062;-0,13212956488132477;-0,09356947243213654;0,2643803060054779;-0,013531245291233063;0,20288260281085968;0;0,5554348230361938;908,1712036132812;1000;-0,5268657207489014;7,168398857116699;5;1;0;1;
3,39;-1;2,8859915733337402;0,5245283842086792;0,26619091629981995;0,7338091135025024;-0,048320118337869644;-0,25474146008491516;0,1870177537202835;0,020608460530638695;0,09483890980482101;0;-0,5393314361572266;1145,3265380859375;1000;-0,4676510691642761;5,960465431213379;1;0;0;1;
3,392;-1;3,4625465869903564;0,760812520980835;0,23918741941452026;0,7172405123710632;0,06772371381521225;-0,4223603308200836;0,4835742115974426;-0,0810880959033966;0,4632406532764435;0;0,49888843297958374;859,307373046875;1000;-0,6101486682891846;7,4793877601623535;1;0;0;1;
3,395;-1;4,110764980316162;0,7612898945808411;0,23871013522148132;0,4025726020336151;0,09351123869419098;-0,009760034270584583;-0,0708574429154396;-0,18252217769622803;0,135977640748024;0;-0,5243364572525024;1057,920166015625;1000;-0,5310397744178772;6,634214401245117;3;0;1;1;
3,398;-1;4,643394947052002;0,778564989566803;0,33301353454589844;0,22076952457427979;0,4674302637577057;-0,37078529596328735;-0,1288793385028839;0,1874762773513794;0,43924111127853394;0;0,9895384311676025;794,5027465820312;1000;-0,6048452854156494;8,326170921325684;3;0;1;1;
3,401;-1;5,2753520011901855;0,7561654448509216;0,6362717747688293;0,25362083315849304;0,15153315663337708;0,003133725142106414;-0,15466687083244324;-0,0040649548172950745;0,1997162103652954;0;0,014606118202209473;1006,3749389648438;1000;-0,5088226199150085;6,739632606506348;2;0;1;0;
